SITE,UNIT,DATA_DATE,LANGUAGE,WORKER___1,WORKER___2,WORKER___3,PROVIDER_HANDS_BEF,PROVIDER_HANDS_AFT,NURSE_HANDS_BEF,NURSE_HANDS_AFT,MT_HANDS_BEF,MT_HANDS_AFT
MSW,60th St Specialty Practice,9/14/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,9/14/2022,2,1,0,1,,1,,,1,1
MSW,60th St Specialty Practice,9/14/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,9/14/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,9/15/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,9/15/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,9/15/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,9/15/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,9/15/2022,2,1,0,1,1,1,,,1,1
MSW,Ansonia Internal Medicine,9/14/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/13/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/15/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,9/16/2022,1,1,1,0,2,2,2,2,,
MSW,Ansonia Internal Medicine,9/15/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/16/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/14/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/15/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/13/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/14/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/14/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/14/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/13/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/14/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,9/16/2022,1,1,1,1,2,2,1,1,1,1
MSW,Ansonia Internal Medicine,9/13/2022,1,1,0,0,1,,,,,
MSW,Ansonia Internal Medicine,9/16/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/13/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/16/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/14/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,9/16/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,9/16/2022,1,1,1,1,1,1,1,1,1,1
MSW,Samuels Clinic/IAM,9/12/2022,2,1,0,1,1,1,,,1,
MSW,425 Urology,9/15/2022,1,1,1,1,1,1,1,1,1,2
MSW,Neurosciences,9/12/2022,1,1,1,0,2,2,1,1,,
MSW,Neurosciences,9/12/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/12/2022,1,1,0,0,2,1,,,,
MSW,Neurosciences,9/13/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,9/13/2022,1,1,0,0,0,1,,,,
MSW,Neurosciences,9/14/2022,1,1,1,0,1,2,1,1,,
MSW,Neurosciences,9/14/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/14/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,9/16/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/15/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,9/16/2022,1,1,1,0,0,1,1,1,,
MSW,Neurosciences,9/14/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/14/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,9/14/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,9/13/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,9/15/2022,1,0,1,0,,,1,1,,
MSW,Neurosciences,9/13/2022,1,1,0,0,0,1,,,,
MSW,Neurosciences,9/15/2022,1,1,0,0,2,1,,,,
MSW,Neurosciences,9/12/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/15/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/14/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/16/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/16/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/14/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,9/15/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,9/15/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,10/3/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,10/13/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,10/13/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,10/12/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,10/11/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,10/11/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,10/12/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,10/5/2022,1,1,1,1,1,1,1,1,1,1
MSW,Ansonia Internal Medicine,10/17/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/17/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,2,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,1,0,1,0,,,1,1,,
MSW,Ansonia Internal Medicine,10/18/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/18/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,2,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,0,1,0,,,1,1,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/19/2022,1,1,0,0,1,1,,,,
MSW,787 Breast Center,10/20/2022,1,1,1,1,1,1,1,1,1,1
MSW,787 Breast Center,10/20/2022,1,1,0,1,1,1,,,1,1
MSW,787 Breast Center,10/20/2022,1,1,0,1,1,1,,,1,1
MSW,Ansonia Internal Medicine,10/20/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/20/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,1/1/1900,1,1,0,0,1,1,,,,
MSW,787 Breast Center,10/20/2022,1,1,1,0,1,1,1,1,,
MSW,Ansonia Internal Medicine,10/20/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/20/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/20/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,10/20/2022,1,1,0,0,1,2,,,,
MSW,425 ENT,10/20/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/20/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/19/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/20/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/20/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/20/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/20/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/20/2022,1,1,0,1,1,2,,,1,2
MSW,425 ENT,10/20/2022,1,1,0,0,2,2,,,,
MSW,425 ENT,10/20/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/20/2022,1,1,0,0,1,,,,,
MSW,425 ENT,10/20/2022,1,1,0,1,2,2,,,2,2
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,Ansonia Internal Medicine,10/21/2022,2,1,0,0,1,1,,,,
MSW,425 ENT,10/17/2022,1,1,1,1,2,2,2,2,2,2
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/21/2022,2,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,2,,,,
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/17/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/17/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/17/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,2,1,2,1,2
MSW,425 ENT,10/17/2022,1,1,1,1,1,2,1,2,1,2
MSW,425 ENT,10/17/2022,1,1,0,1,1,1,,,1,2
MSW,425 ENT,10/17/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/18/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/18/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/18/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/18/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/18/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/18/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/18/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/18/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/18/2022,1,1,1,0,1,1,1,1,,
MSW,425 ENT,10/18/2022,1,1,0,1,1,2,,,1,2
MSW,425 ENT,10/18/2022,1,1,1,1,1,2,2,2,1,1
MSW,425 ENT,10/14/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/19/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/19/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,10/19/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,10/19/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/19/2022,1,1,1,1,2,2,2,2,2,2
MSW,425 ENT,10/19/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/19/2022,1,1,1,0,1,1,1,1,,
MSW,425 ENT,10/19/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/19/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/19/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/19/2022,1,1,1,1,1,1,1,1,1,1
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/21/2022,1,0,1,0,,,1,1,,
MSW,Ansonia Internal Medicine,10/21/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,10/21/2022,1,0,1,0,,,1,1,,
MSW,Ansonia Internal Medicine,10/21/2022,2,1,0,0,1,1,,,,
MSW,Samuels Clinic/IAM,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,Samuels Clinic/IAM,10/17/2022,1,1,1,1,0,0,0,0,0,0
MSW,OBGYN MFM,10/20/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,10/17/2022,1,1,1,0,2,1,1,1,,
MSW,Neurosciences,10/17/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,10/17/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/18/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,10/18/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/18/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/19/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/20/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/20/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/21/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,10/20/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/20/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/20/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/19/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,10/18/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/20/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,10/20/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,10/18/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,10/21/2022,1,1,0,0,0,1,,,,
MSW,Neurosciences,10/21/2022,1,1,1,0,1,1,1,1,,
MSW,425 ENT,10/17/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,10/17/2022,1,1,0,1,2,1,,,1,1
MSW,425 ENT,10/17/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,10/18/2022,1,1,0,1,1,,,,1,
MSW,425 ENT,10/18/2022,1,1,0,1,1,,,,1,
MSW,425 ENT,10/18/2022,1,1,0,1,1,,,,1,
MSW,787 Breast Center,11/10/2022,1,1,0,1,1,1,,,1,1
MSW,787 Breast Center,11/10/2022,1,1,0,1,1,2,,,1,2
MSW,787 Breast Center,11/10/2022,1,1,0,1,1,1,,,1,1
MSW,787 Breast Center,11/9/2022,1,1,0,0,1,1,,,,
MSW,787 Breast Center,11/10/2022,1,1,1,1,1,,1,1,1,1
MSW,425 Urology,11/16/2022,1,1,1,0,1,1,1,1,,
MSW,50 W 77th St OBGYN,11/16/2022,1,1,0,0,1,1,,,,
MSW,425 Gastroenterology,11/16/2022,1,1,1,0,1,1,1,1,,
MSW,Ansonia Internal Medicine,11/17/2022,1,1,0,1,1,1,,,1,1
MSW,425 Surgery,11/17/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,11/15/2022,1,1,0,1,1,2,,,2,2
MSW,425 ENT,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,11/15/2022,1,1,0,1,1,1,,,1,2
MSW,425 ENT,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,11/17/2022,1,1,0,0,2,2,,,,
MSW,425 ENT,11/15/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,11/15/2022,1,1,0,1,1,2,,,1,1
MSW,425 ENT,11/15/2022,1,1,0,1,2,2,,,1,2
MSW,425 ENT,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/16/2022,1,1,1,0,1,1,2,2,,
MSW,60th St Specialty Practice,11/16/2022,1,1,1,1,1,1,1,1,1,1
MSW,60th St Specialty Practice,11/16/2022,1,1,0,1,,1,,,1,1
MSW,60th St Specialty Practice,11/16/2022,1,1,0,1,1,1,,,2,
MSW,425 ENT,11/17/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,11/18/2020,1,1,0,1,2,1,,,1,1
MSW,425 ENT,11/18/2020,1,1,0,1,1,1,,,2,2
MSW,425 ENT,11/18/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,11/18/2020,1,1,0,1,1,1,,,1,1
MSW,425 ENT,11/18/2020,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/14/2022,1,1,0,1,1,1,,,,1
MSW,60th St Specialty Practice,11/14/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/14/2022,1,1,0,0,1,1,,,,
MSW,60th St Specialty Practice,11/14/2022,1,1,0,0,1,1,,,,
MSW,60th St Specialty Practice,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/15/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/16/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/16/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/16/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/17/2022,1,1,0,1,1,1,,,1,1
MSW,60th St Specialty Practice,11/17/2022,1,1,0,1,1,1,,,1,1
MSW,Neurosciences,11/14/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/14/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/14/2022,2,1,0,0,2,1,,,,
MSW,Neurosciences,11/14/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/14/2022,2,1,0,0,1,1,,,,
MSW,Neurosciences,11/14/2022,1,1,1,0,1,2,1,1,,
MSW,Neurosciences,11/14/2022,1,1,0,0,0,1,,,,
MSW,Neurosciences,11/15/2022,1,1,0,0,1,2,,,,
MSW,Neurosciences,11/15/2022,1,1,0,0,1,2,,,,
MSW,Neurosciences,11/15/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/15/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/15/2022,1,1,0,0,0,1,,,,
MSW,Neurosciences,11/16/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/16/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/16/2022,2,1,0,0,0,1,,,,
MSW,Neurosciences,11/18/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/17/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/17/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/18/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/18/2022,2,1,0,0,1,1,,,,
MSW,Neurosciences,11/17/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/17/2022,1,1,0,0,0,1,,,,
MSW,Neurosciences,11/18/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/17/2022,1,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/16/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/18/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/18/2022,2,1,1,0,1,1,1,1,,
MSW,Neurosciences,11/18/2022,1,1,0,0,1,1,,,,
MSW,Neurosciences,11/18/2022,1,1,0,0,1,1,,,,
MSW,425 Radiology,11/27/2022,1,0,0,1,,,,,1,1
MSW,OBGYN MFM,11/30/2022,1,0,0,1,,,,,1,1
MSW,200 W 57th 10th & 13th FL OBGYN,11/14/2022,1,1,0,0,1,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/15/2022,1,1,0,0,1,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/15/2022,1,1,0,0,2,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/15/2022,1,1,0,0,1,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/15/2022,1,1,0,0,1,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/15/2022,1,1,0,0,1,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/15/2022,1,1,0,0,1,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/15/2022,1,1,0,0,2,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/16/2022,1,1,0,0,1,2,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/16/2022,1,1,0,0,2,2,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/15/2022,1,1,0,0,2,2,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/16/2022,1,1,0,0,1,2,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/16/2022,1,1,0,0,1,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/16/2022,1,1,0,0,1,1,,,,
MSW,200 W 57th 10th & 13th FL OBGYN,11/17/2022,1,1,0,1,2,2,,,2,2
MSW,200 W 57th 10th & 13th FL OBGYN,11/16/2022,1,1,0,1,2,1,,,2,1
MSW,200 W 57th 10th & 13th FL OBGYN,11/16/2022,1,1,0,1,0,1,,,2,0
MSW,OBGYN MFM,11/28/2022,1,0,0,0,,,,,,
MSW,OBGYN MFM,11/29/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,11/30/2022,1,0,0,1,,,,,1,1
MSW,OBGYN MFM,12/9/2022,1,1,0,0,1,1,,,,
MSW,OBGYN MFM,12/9/2022,1,0,0,1,,,,,1,1
MSW,OBGYN MFM,11/29/2022,1,1,0,1,1,1,,,1,1
MSW,OBGYN MFM,12/6/2022,1,1,0,1,1,1,,,1,1
MSW,OBGYN MFM,12/7/2022,1,1,0,1,1,1,,,1,1
MSW,OBGYN MFM,12/7/2022,1,0,0,1,,,,,1,1
MSW,OBGYN MFM,12/8/2022,1,0,0,1,,,,,1,1
MSW,OBGYN MFM,12/7/2022,1,0,0,1,,,,,1,1
MSW,OBGYN MFM,12/5/2022,1,1,0,1,1,1,,,1,1
MSW,787 Breast Center,12/12/2022,1,1,1,0,1,1,1,1,,
MSW,Ansonia Internal Medicine,12/12/2022,2,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,2,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,2,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,2,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,1,0,0,1,1,,,,
MSW,Ansonia Internal Medicine,12/12/2022,1,0,1,0,,,1,1,,
MSW,OBGYN MFM,12/12/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/12/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,12/12/2022,1,1,0,1,1,2,,,1,1
MSW,425 ENT,12/12/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/12/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/12/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,12/12/2022,1,1,0,0,1,,,,,
MSW,425 ENT,12/12/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,12/12/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/12/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/12/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/12/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,12/12/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,12/13/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/13/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/13/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,12/13/2022,1,1,0,1,1,1,,,2,2
MSW,425 ENT,12/13/2022,1,1,0,1,1,1,,,2,2
MSW,425 ENT,12/13/2022,1,1,0,0,1,2,,,,
MSW,425 ENT,12/13/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/13/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/13/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/13/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/13/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/12/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/12/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/14/2022,1,1,0,0,1,1,,,,
MSW,50 W 77th St OBGYN,12/14/2022,1,0,1,0,,,1,1,,
MSW,787 Breast Center,12/15/2022,1,0,0,1,,,,,1,1
MSW,50 W 77th St OBGYN,12/15/2022,1,0,0,1,,,,,1,2
MSW,OBGYN MFM,12/15/2022,1,1,0,1,1,1,,,1,1
MSW,OBGYN MFM,12/13/2022,1,1,0,1,1,1,,,1,1
MSW,OBGYN MFM,12/15/2022,1,1,1,1,1,1,1,1,1,1
MSW,425 ENT,12/16/2022,1,0,0,1,,,,,1,1
MSW,425 ENT,12/14/2022,1,1,0,1,1,2,,,1,2
MSW,425 ENT,12/14/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/14/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/14/2022,1,1,0,1,1,2,,,,2
MSW,425 ENT,12/14/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/14/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/14/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/14/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/14/2022,1,1,0,1,1,2,,,1,2
MSW,425 ENT,12/14/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/15/2022,1,1,0,1,1,2,,,1,1
MSW,425 ENT,12/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/15/2022,1,1,0,1,1,2,,,1,2
MSW,425 ENT,12/15/2022,1,1,0,1,1,1,,,2,1
MSW,425 ENT,12/15/2022,1,1,0,1,2,2,,,2,2
MSW,425 ENT,12/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/15/2022,1,1,0,0,1,1,,,,
MSW,425 ENT,12/15/2022,1,1,0,1,1,1,,,1,1
MSW,425 ENT,12/15/2022,1,1,0,1,1,2,,,1,2
